the_geom,waterway_access,latitude,longitude,boat_ramp_name,asset_owner,contact_number,street,suburb,waterway_name,state,postcode,id,ramp_condition,ramp_material,has_bbq,has_fee_payable,has_kiosk,has_lighting,has_toilets,has_bins,has_pontoon_nearby,has_pontoon_ramp,number_ramp_lanes
0101000020E6100000D5BEBC4774BF6240D4E0C2FB535E42C0,All Times,-36.7369379712633,149.982944363254,Kianinny Bay Boat Ramp ,Bega Valley Shire Council,02 6499 2222,Kianinny Street,Tathra,Ocean,NSW,2550,536,GOOD,Concrete,true,true,false,true,true,true,true,true,3
0101000020E61000009EC726D1820F6340839650521F1040C0,All Times,-32.1259558576103,152.484718871824,Manns Rd - Tuncurry (Wallamba Rv),Great Lakes Council,02 6591 7222,Manns Road,Tuncurry,Wallis Lake,NSW,2428,537,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000A8470B72DFC5624070223DF955EB41C0,All Times,-35.8385612057217,150.183526060134,"Mossy Point, Tomago River",Eurobodalla Shire Council,02 4429 3111,Via Mossy Point Road,Mossy Point,Tomaga R,NSW,2537,538,GOOD,Concrete,false,false,false,true,true,true,true,false,2
0101000020E6100000B7BA2AFC9919634050FF63B69DA63FC0,All Times,-31.6508440012106,152.800047000366,Laurieton United Services Club Boat Ramp,Port Maquarie-Hastings Council,6581 8111,Seymour Street,Laurieton,Camden Haven Inlet,NSW,2443,539,GOOD,Concrete,false,false,false,true,false,true,true,false,2
0101000020E6100000C767F65D11CA6140CE9C0376352340C0,Shallow At Times,-32.275069000019,142.314620000134,Lake Menindee - Sunset Strip,Central Darling Shire Council,08 8083 8900,Kingfisher Avenue,Menindee,Lake Menindee,NSW,2879,540,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000072603A128EDE6240D05173DB59F340C0,Shallow At Times,-33.9011797249874,150.954842676179,Chipping Norton Lake - Bradbury Wharf Boat Ramp (Hoy Park) ,Fairfield City Council,02 9725 0222,Silverwater Crescent,Lansvale,Chipping Norton Lake / Georges River,NSW,2166,541,GOOD,Concrete,false,false,false,true,false,false,false,false,1
0101000020E6100000B1F8907C282B634004695F0966683DC0,All Times,-29.4078069551406,153.348692210338,Charlie Ryan Park Boat Ramp,Clarence Valley Council,02 6643 0200,Young Street,Iluka,Clarence River (Iluka Bay),NSW,2466,542,POOR,Sand,false,false,false,false,false,false,false,false,1
0101000020E610000032D5AB3F755C6240C97C6BAE2F0B42C0,Shallow At Times,-36.087392618641,146.889312587367,Kremur Street Boat Ramp,Albury City Council,02 6023 8111,Kremur Street,West Albury,Murry River,NSW,2640,543,GOOD,Concrete,false,false,false,true,true,true,false,false,1
0101000020E610000063793015BF056340344A4D661B5C40C0,Shallow At Times,-32.7195861699478,152.179575533558,Shoal Bay Ramp,Port Stephens Council,02 4980 0255,Shoal Bay Road,Shoal Bay,Port Stephens,NSW,2315,544,GOOD,Concrete,false,false,false,true,true,false,false,false,2
0101000020E6100000E019CE8AA8196340D9FE3B33FAA53FC0,All Times,-31.6483490010713,152.801823999921,Tunis Street Boat Ramp,Port Maquarie-Hastings Council,02 6581 8111,Tunis Street,Laurieton,Camden Haven Inlet,NSW,2443,545,POOR,Concrete,true,false,false,true,true,true,true,false,1
0101000020E6100000CACAFD183F1063402DD6890AA91640C0,All Times,-32.1770337269812,152.507702346504,Forster Boatharbour Boat Ramp,Great Lakes Council,02 6591 7222,Mackeral Terrace,Forster,Wallis Lake,NSW,2428,546,GOOD,Concrete,false,false,false,true,false,true,true,false,4
0101000020E610000033343AF217DB62402E2AA8A59C4F41C0,High Tide Only,-34.6219679900281,150.846673120193,Minnamurra River (Bridge Ramp),The Council Of The Municipality Of Kiama,02 4232 0444,Riverside Drive,Minnamurra,Minnamurra River,NSW,2533,547,GOOD,Concrete,true,false,false,true,true,true,true,false,1
0101000020E6100000A6FE0024832B6340B0B3367BDD6E3DC0,All Times,-29.4330670364904,153.359758378928,"Hickey Island, Yamba",Clarence Valley Council,02 6643 0200,Harbour Street,Yamba,Clarence River (Yamba Bay),NSW,2464,548,FAIR,Concrete,true,false,false,true,true,true,true,true,1
0101000020E610000020B6DEB552D862406AF9E665E37341C0,All Times,-34.9053771379284,150.760096487983,Crookhaven Heads Boat Ramp,Shoalhaven City Council,02 4429 3111,Prince Edward Avenue,Crookhaven Heads,Crookhaven River,NSW,2540,549,FAIR,Concrete,false,false,false,true,true,true,true,false,3
0101000020E6100000DD36D6572E9A624073407B70807641C0,All Times,-34.925794658834,148.818157118213,"Hume Park Tourist Resort Boat Ramp,
Lake Burrinjuck",Hume Park Tourist Resort,02 6227 1235,Patmores Road,Good Hope,"Lake Burrinjuck /
Murrumbidgee River",NSW,2582,550,GOOD,Concrete,false,true,true,false,true,true,false,false,1
0101000020E61000005E90763FB11E6240EF4BC5EA76C241C0,Shallow At Times,-35.5192540610659,144.959136706896,"Mcleans Beach, Deniliquin - Edward River",Deniliquin Council,03 5898 3000,Butler Street,Deniliquin,Edward River,NSW,2710,551,GOOD,Concrete,true,false,false,true,true,false,false,false,2
0101000020E61000009C6DB98F150E634037F6BE27100C40C0,All Times,-32.0942430193358,152.440132009663,"Wallamba River - Willow Point Road, Failford",Great Lakes Council,02 6591 7222,Willow Point Road,Failford,Wallamba River,NSW,2430,552,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000B97C7107A132634020A2C80624423CC0,All Times,-28.2583622207477,153.582156869559,Cudgen Creek Boat Ramp,Tweed Shire Council,02 6670 2400,Marine Parade,Kingscliff,Cudgen Creek,NSW,2487,553,GOOD,Concrete,true,false,false,false,false,false,false,false,2
0101000020E6100000B75F4DF69428634031C5D29AA26C3DC0,Shallow At Times,-29.4243561520172,153.268183852311,"Big River Sailing Club Ramp, Harwood Island Clarence River",Big River Sailing Club,02 6646 4517,Careys Lane,Harwood,Clarence River,NSW,2465,554,POOR,Sand,false,false,false,false,false,false,false,false,1
0101000020E6100000DD82D66A70C961408D7E0E626B2941C0,All Times,-34.3235895701192,142.294972819297,Karadoc - Murray River Vic,Parks Victoria,13 1963 ,Eddy Road,Karadoc,Murray River,VIC,3498,555,GOOD,Concrete,false,false,false,false,true,false,false,false,1
0101000020E61000005EDAA7BAE8F462408DD6AEA8558640C0,Shallow At Times,-33.0494891027166,151.653409316862,Belmont Park Boat Ramp,Lake Macquarie City Council,02 4921 0333,Paley Cresent ,Belmont South,Lake Macquarie,NSW,2280,556,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E6100000DC1779EC0431634026E738CFCB2F3CC0,All Times,-28.1867036355899,153.531851040373,Kennedy Drive Boat Ramp (Ray Pascoe Park),Tweed Shire Council,02 6670 2400,Kennedy Drive,Tweed Heads,Terranora Creek,NSW,2485,558,GOOD,Concrete,true,false,false,true,true,true,true,false,2
0101000020E6100000B22CF6A811206340386EEB3B55A53EC0,All Times,-30.6458318185598,153.002155762491,"RSL Club Car Park, Nambucca Heads",Nambucca Shire Council,02 6568 2555,Riverside Drive,Nambucca Heads,Nambucca River,NSW,2448,559,POOR,Concrete,true,false,true,false,false,true,false,false,2
0101000020E61000007EC04B5CB32D6340464A20617A033DC0,All Times,-29.0135861114343,153.428144596055,Broadwater,Lismore City Council,1300 878 387,Coraki-Broadwater Road,Broadwater,Richmond River,NSW,2472,560,POOR,Bitumen,false,false,false,false,false,false,false,false,1
0101000020E6100000C2EC7FF6D51E634048424715A0B33EC0,Shallow At Times,-30.7016614245388,152.963618516782,Belmore Channel - South Nambucca,Bellingen Shire Council,02 6655 7300,Pacific Highway,Nambucca Heads,Nambucca River,NSW,2448,561,POOR,Unsealed,true,false,true,false,false,false,false,false,1
0101000020E6100000FB240EE6C32C6340E1EF4FA3BDFF3CC0,All Times,-28.9989873953017,153.39891340983,Dungarubba Boat Ramp,Lismore City Council,1300 878 387,Coraki-Broadwater Road,Dungarubba,Richmond River,NSW,2480,562,GOOD,Concrete,false,false,false,false,true,true,false,false,1
0101000020E6100000E2AC27190AEE624015CE7D5DA2AB40C0,All Times,-33.3408924927027,151.438732697955,Bluebell Park Boat Ramp,Wyong Shire Council,02 4350 5555,Panorama Parade,Berkeley Vale,Tuggerah Lake,NSW,2261,563,POOR,Sand,false,false,false,false,false,false,false,false,1
0101000020E610000095495541830E63400C2D88E609EB3FC0,All Times,-31.9181198198758,152.453522364213,Taree - West End Avenue,Greater Taree City Council,02 6592 5399,West End Avenue,Taree,Manning River,NSW,2430,564,FAIR,Concrete,false,false,false,false,false,true,false,false,1
0101000020E6100000555CE935C12E6340376C4BF330463CC0,All Times,-28.2741844233644,153.46108527735,Riverside Drive Boat Ramp,Tweed Shire Council,1300 292 872,Riverside Drive,Tumbulgum,Tweed River,NSW,2490,565,GOOD,Bitumen,true,false,false,false,false,false,false,false,2
0101000020E6100000CE892024F0F26240D3F58D47568440C0,All Times,-33.0338830416837,151.591814101745,Styles Point,Lake Macquarie City Council,02 4921 0333,Overhill Road,Rathmines,Lake Macquarie,NSW,2267,566,GOOD,Concrete,false,false,false,true,true,true,true,false,2
0101000020E6100000212C034F35DE624069B29771A4EB3DC0,All Times,-29.9204779620508,150.944007402607,Copeton Dam Boat Ramp,Copeton Waters State Park,02 6723 6269,Copeton Dam Road,Inverell,Copeton Dam,NSW,2360,567,GOOD,Unsealed,true,false,true,false,true,false,false,false,Informal
0101000020E6100000A8A27DADCB1D63401A53C84E78B13DC0,All Times,-29.6932420004915,152.93111300028,Junction Hill Boat Ramp,Clarence Valley Council,02 6643 0200,Prince Street,Grafton,Clarence River,NSW,2460,568,POOR,Not Provided,false,false,false,false,false,false,false,false,1
0101000020E6100000571D4C780FC5624004E77D352FFA41C0,Shallow At Times,-35.9545657028921,150.158138416921,"Congo Campground, Congo Creek (Eurobodalla National Park)",National Parks And Wildlife Services,02 4476 0800,Congo Road,Congo,Congo Creek,NSW,2537,569,POOR,Sand,false,false,false,false,false,false,false,false,1
0101000020E61000003044E36B4FBC6140E90D038C670E41C0,All Times,-34.1125350012697,141.88469499958,"Wentworth  2 (Sand Hopper), Murray River",Wentworth Shire Council,03 5027 5027,Log Bridge Road,Wentworth,Murray River,NSW,2648,570,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E610000038B5BEE653E962407C0D23FBFA2A40C0,All Times,-32.3357843323856,151.291491863705,Glennies Creek Boat Ramp,Cessnock City Council,02 4993 4100,Carrowbrook Road,Singleton,Lake St Clair,NSW,2330,571,GOOD,Concrete,true,true,false,false,true,false,false,false,2
0101000020E6100000271D02A54B0D634021C9EE0BBBEE3FC0,All Times,-31.9325416048024,152.415483955506,Tinonee - Manning River,Greater Taree City Council,02 6592 5399,Hutchinson Street,Tinonee,Manning River,NSW,2430,572,POOR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E61000000A541E8997CC62400B331C1EC2C041C0,High Tide Only,-35.5059239995663,150.393498000369,Bawley Point Boat Ramp,Shoalhaven City Council,02 4429 3111,Tingira Ave,Bawley Point,Ocean,NSW,2539,573,FAIR,Concrete,false,false,false,false,false,true,false,false,1
0101000020E6100000468861485FDA6240D0360A36A68141C0,All Times,-35.0128848600267,150.824131193631,Currarong Boat Ramp (Yalwal Street),Shoalhaven City Council,02 4429 3111,Yalwal Street,Currarong,Ocean,NSW,2540,574,GOOD,Concrete,true,false,false,false,true,true,false,false,1
0101000020E610000025A1A0055593624085E05A1CEF2C42C0,All Times,-36.3510470813499,148.604128659944,Waste Point Road Boat Ramp,National Parks And Wildlife Services,1300 072 757,Waste Point Road,Jindabyne,Lake Jindabyne,NSW,2627,575,GOOD,Unsealed,false,false,false,false,true,false,false,false,1
0101000020E61000005D8B6E362DE56240A4D651961BF940C0,All Times,-33.9461543941118,151.161769119174,Kyeemagh Boat Ramp,Kogarah City Council,02 9330 9400,Mutch Avenue,Kyeemagh,Cooks River,NSW,2216,576,GOOD,Concrete,false,false,false,true,true,true,true,true,4
0101000020E61000007AC04D843220634059BB0AAE6D9B3EC0,High Tide Only,-30.6071423317147,153.006166602954,Deep Creek Boat Ramp\,Bellingen Shire Council,02 6655 7300,Ocean View Drive,Valla Beach,Deep Creek,NSW,2448,577,FAIR,Concrete,true,false,false,false,true,true,false,false,1
0101000020E610000044617D3DFE20634085E52DC956E33EC0,All Times,-30.8880429970791,153.03103517998,"Back Creek Boat Ramp",Kempsey Shire Council,02 6566 3200,"Boat Ramp Access Rd",South West Rocks,South West Rocks Creek,NSW,2431,578,FAIR,Concrete,false,false,false,true,false,true,false,false,2
0101000020E61000002D98118DF91763400D5F706801D73FC0,All Times,-31.8398652338356,152.749212774624,Crowdy Head Boat Harbour,Greater Taree City Council,02 6592 5399,Crowdy Street,Crowdy Head,Ocean,NSW,2427,579,GOOD,Concrete,true,false,false,true,true,true,true,true,4
0101000020E6100000C72E7B8D989E6240A52F5DD968FB40C0,Shallow At Times,-33.964137239934,148.956122150985,Wyangala Dam,Wyangala Waters State Park,02 6345 0877,Wyangalaroad,Wyangala,Wyangala Dam,NSW,2808,580,GOOD,Concrete,true,true,true,false,false,true,false,false,2
0101000020E6100000BE3D10F3762A634036E9631DE9AC3DC0,Shallow At Times,-29.6754320496486,153.327020198556,Sandon River,Clarence Valley Council,02 6643 0200,Sandon Road,Sandon,Sandon River,NSW,2462,581,FAIR,Concrete,true,true,false,false,true,true,false,false,1
0101000020E610000025E39ADD201E624093EF3B13A4C141C0,Shallow At Times,-35.5128196756988,144.941511919512,Harfluer Street Boat Ramp,Deniliquin Council,03 5898 3000,Harfluer Street,Deniliquin,Edward River,NSW,2710,582,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000007CCE86AF5DDB6240B47EE70FED3D41C0,All Times,-34.4837970619532,150.855186236662,Lake Illawarra - Berkeley Harbour,Wollongong City Council,02 4227 7111,Northcliffe Drive,Berkeley,Lake Illawarra,NSW,2506,583,GOOD,Concrete,false,false,true,true,true,true,true,false,2
0101000020E6100000166F349978226340EBBC9AA3A1913DC0,All Times,-29.5688726666239,153.077221491251,Cowper Boat Ramp ,Clarence Valley Council,02 6643 0200,Clarence St,Cowper,Clarence River (South Arm),NSW,2460,584,POOR,Not Provided,false,false,false,false,false,false,false,true,1
0101000020E6100000D7E93D6DA4C46240441D936B1BD341C0,All Times,-35.6492742985088,150.145071621823,East Bridge Boat Ramp (Thule Road),Eurobodalla Shire Council,02 4474 1000,Thule Road,Nelligen,Clyde River,NSW,2536,585,FAIR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E6100000FEA969E37BC2624065AB9D1923C340C0,Shallow At Times,-33.5245086688872,150.077623087287,Lake Lyell (Recreation Area),Lithgow City Council,02 6354 9999,Rydal Sodwalls Tarana Road,Rydal,Lake Lyell,NSW,2790,586,GOOD,Concrete,true,true,true,false,true,true,true,false,2
0101000020E610000038C71443A029634013708EE569C63DC0,Shallow At Times,-29.7750533554791,153.300813236792,Minnie Waters,Clarence Valley Council,02 6643 0200,Beach Street,Minnie Waters,Minnie Waters - Tasman Sea,NSW,2462,587,POOR,Sand,false,true,false,false,false,false,false,false,1
0101000020E610000007E6D29D22236340EA34619603813DC0,All Times,-29.5039609896966,153.097975646888,River Bank Road Boat Ramp,Clarence Valley Council,02 6643 0200,Weir Road,Lower Southgate,Clarence River,NSW,2460,588,GOOD,Not Provided,true,false,false,false,false,false,false,false,1
0101000020E6100000904840935DDC6240F0BCE639094C41C0,All Times,-34.5940315605784,150.886422753862,Shellharbour (Bass Point Ocean Ramp),Shellharbour City Council,02 4221 6111,Bass Point Tourist Road,Shell Cove,Tasman Sea,NSW,2529,589,GOOD,Concrete,false,false,false,false,false,false,false,false,2
0101000020E610000005E455F433D06240EBE7B2E50DA241C0,High Tide Only,-35.2660491107525,150.506342094188,Cunjurong Boat Ramp,Shoalhaven City Council,02 4429 3111,York Street ,Cunjurong Point,Lake Conjola,NSW,2539,590,FAIR,Concrete,true,false,false,false,true,true,false,false,1
0101000020E6100000B0D49218511F6340E92FA4B6EC2F3FC0,Shallow At Times,-31.1872057104919,152.978649412898,"Killick Creek Boat Ramp",Kempsey Shire Council,02 6566 3200,Reserve Road,"Crescent Head
",Killick Creek,NSW,2440,591,FAIR,Concrete,true,false,false,true,true,true,false,false,2
0101000020E6100000D4A61CF477286340CFF2F5C5DFDE3DC0,Shallow At Times,-29.8706020093403,153.264642768822,Wooli River Caravan Park Boat Ramp,Clarence Valley Council,02 6643 0200,Riverside Drive,Wooli ,Wooli Wooli River,NSW,2462,592,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000E5FF84191CD56240DF501A837B8E41C0,All Times,-35.1131442907806,150.65968013741,"Wrights Beach, St Georges Basin",Shoalhaven City Council,02 4429 3111,Fisher Street,St Georges Basin,St Georges Basin,NSW,2540,593,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000006F99B2A32CF3624000B03B16E38140C0,All Times,-33.0147426406329,151.599199150874,Toronto Marina,Lake Macquarie City Council,02 4350 5555,Wharf Street,Toronto,Lake Macquarie,NSW,2283,594,GOOD,Concrete,true,false,true,true,true,true,true,false,2
0101000020E6100000002B22C2BFC56240463DB54FC7D941C0,All Times,-35.7013949999769,150.179657999739,"North Bridge, Batemans Bay",Eurobodalla Shire Council,02 4429 3111,Wray Street,Batemans Bay,Clyde River,NSW,2536,595,FAIR,Concrete,false,false,false,true,true,true,false,false,2
0101000020E6100000CFC43C3B58C46240CC7C51DEDE2642C0,All Times,-36.3036764047516,150.135770434083,Mystery Bay Boat Ramp ,Eurobodalla Shire Council,02 4429 3111,Mystery Bay Road,Mystery Bay ,Ocean,NSW,2546,596,POOR,Sand,false,false,false,false,false,false,false,false,1
0101000020E6100000DF4F8DBDA89662409385BAA7230542C0,Shallow At Times,-36.0401506100417,148.708098197937,"Old Adaminaby, Lake Eucumbene",Snowy River Shire Council,02 6451 1195,Snowy Mountains Highway,Kosciuszko National Park,Lake Eucumbene,NSW,2720,597,GOOD,Concrete,false,false,true,false,true,false,false,false,1
0101000020E6100000EE64304DE7DB6240A19DE70DC64941C0,All Times,-34.576356638044,150.87198504879,Shellharbour (Harbour Ramp),Shellharbour City Council,02 4221 6111,Towns Street,Shellharbour,Shellharbour,NSW,2529,598,GOOD,Concrete,false,false,true,true,true,true,false,false,2
0101000020E610000084AF44CEE1CF624034A668D75AE23EC0,All Times,-30.8841986303798,150.496314176704,Lake Keepit Boat Ramp,Inland Waters Holiday Parks Group,02 4967 2233,Keepit Damn Road,Keepit,Lake Keepit,NSW,2340,599,GOOD,Concrete,true,false,true,false,true,false,false,true,1
0101000020E6100000B112498105326240842555D0EDE741C0,All Times,-35.8119450011973,145.563171999665,Tocumwal Boat Ramp (Upstream),Berrigan Shire Council,03 5888 5100,Deniliquin Road,Tocumwal,Murray River,NSW,2714,600,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000004989F5BE1201624007D76A9CC48B41C0,Shallow At Times,-35.0919375917129,144.033538322032,Moulamein Town Boat Ramp,Wakool Shire Council,03 5887 5007,Mcbean Place,Moulamein,Edward River,NSW,2733,602,GOOD,Concrete,true,false,false,false,false,false,false,false,1
0101000020E610000038B0FD1A7F316340506F798A6EDD3CC0,All Times,-28.8649679705116,153.546765799985,Fishery Creek Boat Ramp,Ballina Shire Council,02 6686 4444,Johnson Drive,West Ballina,North Creek / Fishery Creek,NSW,2478,603,GOOD,Concrete,false,false,false,true,true,true,true,true,2
0101000020E610000071F9487C0224634017551E580C4A3EC0,All Times,-30.2892508577398,153.125303404358,Coffs Harbour Creek - Melittas Avenue Boat Ramp,Coffs Harbour City Council,02 6648 4000,Melittas Avenue,Coffs Harbour,Coffs Harbour Creek,NSW,2450,604,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000884B5D42A2C36240036AA78AB31442C0,Shallow At Times,-36.1617291753246,150.113557035653,Atunga Street Boat Ramp,Eurobodalla Shire Council,02 4429 3111,Atunga Street,Dalmeny,Lake Mummuga,NSW,2546,605,FAIR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E61000009569FCFB3F206340DA22174D0CA53EC0,High Tide Only,-30.6447189504132,153.007810585969,Wellington Drive. Nambucca Heads,Nambucca Shire Council,02 6568 2555,Wellington Drive,Nambucca Heads,Nambucca River,NSW,2448,606,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000007C9F874FE6F36240FE4C2579AA5C40C0,Shallow At Times,-32.7239524299748,151.621864094628,Morpeth Boat Ramp,Maitland City Council,02 4934 9700,Queens Wharf Road,Morpeth,Hunter River,NSW,2321,607,GOOD,Concrete,false,false,true,false,true,true,true,false,2
0101000020E6100000C5EEC949A9C56240ED2B36B2EED941C0,All Times,-35.7025969280729,150.176915068054,"South Bridge, Batemans Bay",Eurobodalla Shire Council,02 4429 3111,Princes Highway,Batemans Bay,Clyde River,NSW,2536,608,GOOD,Concrete,false,false,false,true,true,false,false,false,2
0101000020E61000008AE3A823A98362404213AF33E78841C0,Shallow At Times,-35.0695557217464,148.114396886693,Morleys Creek Boat Ramp,Gundagai Shire Council,02 6944 0200,O L Bell Drive,Gundagai,Morleys Creek,NSW,2722,609,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000015DF8B7306C86240CABBE97713DB41C0,Shallow At Times,-35.7115316287305,150.250787518679,Maloneys Beach Boat Ramp,Eurobodalla Shire Council,02 4429 3111,Hibiscus Close,Maloneys Beach,Batemans Bay,NSW,2536,610,FAIR,Sand,true,false,false,false,true,false,false,false,Informal
0101000020E6100000B6DB08A9DBF26240ED3DAF2D3C8940C0,All Times,-33.0721490007089,151.589314000417,Dobell Memorial Park,Lake Macquarie City Council,02 4921 0333,Dobell Drive,Lake Macquarie,Lake Macquarie,NSW,2280,611,GOOD,Concrete,true,false,false,true,true,false,false,false,2
0101000020E6100000DBABDD00F893624065619BA1A57D41C0,Shallow At Times,-34.9816171654409,148.624023850395,Burrinjuck State Waters Boat Ramp,Burrinjuck Waters Holiday Park,02 6227 8114,Burrinjuck Road,Burrinjuck,Lake Burrinjuck,NSW,2582,612,FAIR,Concrete,true,true,true,false,true,false,false,false,1
0101000020E6100000673D8446B0DA62407B161458004741C0,All Times,-34.5546979997716,150.834017999917,Lake Illawarra - Oak Flats Ski Park,Shellharbour City Council,02 4221 6111,The Esplanade ,Oak Flats,Lake Illawarra,NSW,2529,613,GOOD,Concrete,true,false,false,true,true,true,true,false,1
0101000020E610000017F3504D49C66240FFA96CFDF4DB41C0,All Times,-35.7184139996134,150.196448000054,"Hanging Rock Boat Ramp, Batemans Bay",Eurobodalla Shire Council,02 4474 1000,Hanging Rock Place,Batemans Bay,Clyde River,NSW,2536,614,GOOD,Concrete,false,false,false,true,true,true,true,true,3
0101000020E61000004098EC6516C761407A2F4C211D1741C0,All Times,-34.1805764791488,142.22148414812,"James King Park Boat Ramp, Gol Gol - Murray River",Wentworth Shire Council,03 5027 5027,Sturt Highway,Gol Gol,Murray River,NSW,2738,615,GOOD,Concrete,true,false,false,true,true,true,false,false,1
0101000020E61000007511CCE6BAEE6240BC1525BB5AA540C0,All Times,-33.2918313914374,151.460315130778,Tacoma - Wyong River,Wyong Shire Council,02 4350 5555,Wolseley Avenue,Tacoma,Wyong River,NSW,2259,616,GOOD,Concrete,false,false,false,false,false,false,true,false,1
0101000020E610000038261B8BADC2624031CDDDEE3CF441C0,Shallow At Times,-35.9081095297828,150.083684494997,"Town Wharf, Moruya River",Eurobidalla Shire Council,02 6499 2222,Ford Street,Moruya,Moruya River,NSW,2537,617,GOOD,Concrete,false,false,true,true,true,true,true,true,1
0101000020E61000002DBFECF546266340F860803F39773DC0,All Times,-29.4657172859597,153.196162187954,"Lawrence Road, Maclean (Woodford Is.)",TBD,TBD,Lawrence Road,Maclean,Clarence River,NSW,2463,618,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E61000007335EF94E91C6340E4225DF3276E3FC0,All Times,-31.4302970983871,152.903513400273,"Buller Street Boat Ramp, Port Macquarie",Port Macquarie Hastings Council,02 6581 8111,Buller Street,Port Macquarie,Hastings River Back Channel,NSW,2444,619,GOOD,Concrete,false,false,false,true,false,true,true,false,2
0101000020E6100000D43A95D919EB6140630C6055638D41C0,Shallow At Times,-35.10459391775,143.346905509438,Wood Wood,Swan Hill Rural City Council,03 5036 2333,Murray Valley Highway,Wood Wood,Murray River,NSW,2832,620,GOOD,Concrete,false,false,false,false,true,true,false,false,1
0101000020E6100000F1C6D8B27C286340DD43EFE74DD53CC0,Daylight Hours Only,-28.833220001139,153.265221999543,Lake Gates - Lismore Lake,Lismore City Council,1300 878 387,Bruxner Highway,South Lismore,Wilsons River,NSW,2480,621,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000FE997127B9DD6240132FE5C8192F41C0,Shallow At Times,-34.3679743880331,150.928851816061,Bellambi Boat Ramp (Main Ramp),Wollongong City Council,02 4227 7111,Robert Cram Drive,Bellambi,Ocean,NSW,2518,622,GOOD,Concrete,false,false,false,true,false,true,true,false,4
0101000020E6100000B074094D921E6240F164A7F10BF541C0,All Times,-35.9144270007472,144.955358999699,Swifts Creek Boat Ramp,National Parks And Wildlife Services,1301 072 757,Swifts Creek Road,Mathoura,Murray River,NSW,2710,623,GOOD,Concrete,true,false,false,false,true,false,false,false,1
0101000020E6100000E460DBF857E4624084586DE03A5C3FC0,All Times,-31.3602733866651,151.135738781427,Bowling Alley Point Recreation Reserve Boat Ramp,Bowling Alley Point Recreation Reserve Trust,02 6740 2100,Tamworth Nundle Road,Bowling Alley Point ,Chaffey Dam,NSW,2340,624,GOOD,Concrete,false,false,false,false,true,false,false,false,1
0101000020E6100000406DCFFA4C116340B75151415B2A40C0,Shallow At Times,-32.3309098860804,152.540646939402,Elizabeth Beach ,Great Lakes Council,02 6591 7222,Lakeside Crescent,Elizabeth Beach,Ocean,NSW,2428,625,POOR,Concrete,false,false,false,false,false,true,false,false,1
0101000020E610000013436B6833356240030AC790E4F441C0,All Times,-35.913225266635,145.662525376793,Thompsons Beach Ramp,Moira Shire Council (Vic),03 5871 9222,Cobram Road,Cobram,Murray River,NSW,3643,626,GOOD,Concrete,false,false,false,false,true,false,false,true,2
0101000020E6100000F20B1807971E62408F7C9B1A680242C0,All Times,-36.0188019999706,144.955935999838,Barmah Township Boat Ramp,Moira Shire Council (Vic),03 5871 9222,Barmah Road,Barmah,Murray River,VIC,3639,627,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000091D467F41DB62409DE0F65D614F41C0,High Tide Only,-34.6201589065033,150.851745259228,Minnamurra River (James Holt Reserve),The Council Of The Municipality Of Kiama,02 4232 0444,Charles Avenue,Minnamurra,Minnamurra River,NSW,2533,628,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E610000053009C6223BD62400FF28970B77242C0,All Times,-36.8962231324732,149.910569481554,Merimbula South Boat Ramp,Bega Valley Shire Council,02 6499 2222,Arthur Kaine Drive,Merimbula ,Merimbula Lake (Ocean),NSW,2548,629,GOOD,Concrete,false,false,false,true,true,true,true,true,3
0101000020E6100000A9C403AFC9EF62402D77E53B1CAB40C0,All Times,-33.3367991323888,151.493369586334,The Entrance - Picnic Point Boat Ramp,Wyong Shire Council,02 4350 5555,Tuggerah Parade,The Entrance,Tuggerah Lake,NSW,2261,630,GOOD,Concrete,false,false,false,true,true,true,false,true,4
0101000020E61000004402A470F82A63407BFDE183C8113DC0,All Times,-29.0694658686384,153.342827148752,North Woodburn,TBD,TBD,Bank St,Woodburn,Richmond River,NSW,2471,631,FAIR,Concrete,false,false,false,false,false,false,false,false,1
